month_date_yyyymm,state,state_id,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
201811,connecticut,ct,348000,-0.0054,0.0046,23259,-0.0568,0.0275,88,0.0234,0.0671,3760,-0.2081,-0.0766,96,-0.1724,-0.0769,4448,-0.208,0.0611,75,0.0714,0.1719,178,-0.0033,-0.0229,1939,-0.0039,0.0096,728717,0.0083,0.005,23334,-0.0564,0.028,0.0032,4.00E-04,4.00E-04,0
201811,new mexico,nm,239900,-4.00E-04,0.0476,9233,-0.0526,-0.118,93,0.0629,-0.051,2132,-0.1361,-0.0291,276,-0.0676,1.3793,2708,-0.0913,0.2004,2473,-0.0568,1.0489,123,-0.0052,0.0375,1969,-0.0015,0.0186,366723,-0.0077,0.0653,11706,-0.0534,0.0023,0.2678,-0.0012,0.1525,0
201811,nevada,nv,335000,-0.0144,0.0016,11763,0.0312,0.3597,50,0.1379,-0.1316,4552,-0.074,0.0527,376,-0.1048,-0.6725,5236,-0.071,0.1482,2369,-0.0699,-0.6415,178,-0.0045,0.094,1894,-0.0089,-0.0821,591807,-0.0125,-0.0575,14129,0.0118,-0.0758,0.2014,-0.0219,-0.5624,0
201811,michigan,mi,199250,-0.0033,0.1103,41666,-0.0499,0.0215,68,0.0465,-0.1234,12492,-0.1335,0.1222,684,0.0118,0.379,11140,-0.2146,0.2103,4841,-0.1055,1.0804,118,-0.0056,0.0886,1658,-0.0131,0.0045,292059,-0.0106,0.0467,46507,-0.0563,0.0786,0.1162,-0.0072,0.0591,0
201811,north carolina,nc,285000,-0.0061,0.0364,50043,-0.0304,-0.0384,99,0.0535,-0.0199,12404,-0.1079,-0.0124,1460,-0.101,-0.0783,13784,-0.1059,0.1199,13660,-0.0345,-0.0251,132,0.0032,0.044,2178,-0.0086,0.009,380601,-0.0045,0.0105,63721,-0.0307,-0.0357,0.273,-0.0012,0.0037,0
201811,new jersey,nj,357996,-0.006,0.1187,48988,-0.0406,0.0111,67,0.0152,-0.0822,12196,-0.193,-0.0161,368,-0.1712,-0.0316,11112,-0.1901,0.1265,910,-0.0381,-0.2918,164,-0.0065,-0.1432,1856,-0.0101,-0.0333,530659,-0.0038,0.0665,49898,-0.0405,0.0032,0.0186,0,-0.0079,0
201811,colorado,co,449000,-0.002,-0.0016,24426,-0.0484,0.1677,65,0.0932,-0.1783,8968,-0.1239,0.1176,764,-0.1075,-0.0905,8200,-0.207,0.5287,10978,-0.0748,1.1803,185,-1.00E-04,0.0497,2416,0.0023,-0.0443,832972,0.0053,-0.0402,35444,-0.0574,0.3656,0.4494,-0.0129,0.2087,0
201811,hawaii,hi,685000,0.0022,0.0347,5997,0.037,0.1071,83,-0.012,-0.0517,1772,0.0498,0.07,44,-0.3529,-0.2143,1044,-0.1329,0.2083,873,-0.0023,0.3369,497,-0.0028,-0.0052,1369,-7.00E-04,0.0088,1246426,-0.0017,-0.0556,6871,0.0312,0.1297,0.1456,-0.0057,0.025,0
201811,california,ca,539450,-0.001,0.0609,93249,-0.0157,0.3267,49,0.0889,0.0208,35776,-0.143,0.0915,7296,-0.1625,-0.037,39400,-0.1371,0.6177,33138,-0.0743,0.0672,301,-0.0019,0.0891,1813,-0.0052,-0.0369,984439,0.0033,-0.0253,126387,-0.0301,0.2472,0.3554,-0.0225,-0.0864,0
201811,massachusetts,ma,483998,-0.0062,0.031,20744,-0.0521,0.1228,62,0.1273,-0.0462,6412,-0.2568,0.0375,168,-0.1064,-0.2075,6496,-0.2245,0.2767,2401,-0.1507,-0.1088,250,0.004,0.0474,1895,-0.0073,-0.013,746815,0.0041,-0.0035,23145,-0.0636,0.0933,0.1157,-0.0134,-0.0301,0
201811,rhode island,ri,349000,-0.0026,0,4275,-0.033,0.1787,58,0.036,-0.1085,1328,-0.242,0.0957,36,-0.8421,-0.8571,1084,-0.4503,-0.2053,1993,-0.0994,-0.1409,208,-0.0124,0.0248,1632,-0.007,-0.0225,562718,0.0014,-0.0057,6268,-0.0542,0.0531,0.4662,-0.0344,-0.1734,0
201811,minnesota,mn,271950,-0.0111,0.0563,19961,-0.089,0.0251,67,0.0992,-0.125,5564,-0.2424,0.0741,1640,2.3065,1.2905,7260,-0.1291,0.478,8535,-0.142,-0.0951,138,-0.0026,0.0676,2051,-0.0128,-0.007,362003,-0.0143,0.026,28496,-0.1055,-0.0141,0.4276,-0.0265,-0.0568,0
201811,wyoming,wy,250000,-0.0038,0.0259,3823,-0.0488,-0.0823,102,0.0798,-0.0731,768,-0.0204,0.1707,20,-0.5455,0.25,508,-0.1301,0,532,-0.1029,0.5693,117,0.0019,0.0272,2166,-0.0037,0.0285,516905,-0.0168,0.1159,4360,-0.0546,-0.0322,0.1392,-0.0084,0.0578,0
201811,arizona,az,326790,0.0055,0.0545,27479,0.0312,-0.0388,56,0.0091,-0.0263,11324,-0.0218,0.0362,1008,-0.1515,-0.1,13468,0.0319,0.139,11550,0.6116,0.6446,165,0.0039,0.0655,2064,-7.00E-04,0.0019,509929,0.0185,0.0411,39029,0.1523,0.0986,0.4203,0.1514,0.1746,0
201811,delaware,de,299900,0,0.0809,5276,-0.016,-0.1402,94,0.0447,-0.041,1148,-0.1847,-0.1484,184,0.2105,-0.0612,1104,-0.1712,-0.121,194,-0.0251,4.1053,147,-0.0032,-0.0911,1988,-0.0053,0.003,393318,-0.003,0.079,5474,-0.0146,-0.1134,0.0368,-3.00E-04,0.0306,0
201811,maine,me,244950,-0.002,0.0655,9783,-0.0757,-0.0635,118,0.1028,-0.0598,1444,-0.2237,0.0374,40,-0.375,-0.4444,1464,-0.321,0.0958,1231,-0.0854,0.0275,144,-0.0055,0.0535,1717,0.0012,0.0026,358513,1.00E-04,0.038,11015,-0.0774,-0.054,0.1258,-0.0013,0.0111,0
201811,arkansas,ar,181450,-0.0188,0.068,16676,-0.0138,-0.0025,89,0.0289,-0.0632,3504,-0.095,0.0198,100,-0.1071,-0.1935,2800,-0.1184,0.0802,2198,-0.0501,-0.0439,98,-0.0032,0.0442,1951,-0.0056,0.0199,248705,-0.0085,0.0636,18892,-0.0174,-0.0065,0.1318,-0.005,-0.0057,0
201811,virginia,va,299450,-0.0015,0.0069,39392,-0.0494,-0.0193,78,0.0685,-0.0311,9980,-0.1838,-0.0076,812,-0.3656,-0.2852,8932,-0.2724,-0.035,8659,0.0164,-0.0281,143,-0.0053,0.0503,2078,-0.0029,-0.0076,415157,-5.00E-04,-2.00E-04,48051,-0.0388,-0.0209,0.2198,0.0142,-0.002,0
201811,tennessee,tn,269000,-0.0033,0.0764,31431,-0.0142,0.0288,66,0.0645,-0.0571,9912,-0.1051,-0.0076,620,-0.0432,0,7804,-0.1789,0.1739,9220,-0.06,0.0777,128,5.00E-04,0.0982,2124,-0.0045,-0.0038,362006,-0.003,0.062,40657,-0.025,0.0393,0.2933,-0.0143,0.0133,0
201811,illinois,il,239450,-0.0207,0.0551,54882,-0.0561,0.0313,65,0.084,-0.0373,15520,-0.208,0.016,1444,-0.1624,-0.1301,20672,-0.1781,0.0629,18196,-0.0848,-0.0589,123,-0.0067,0.0748,1818,-0.0101,-0.0133,356909,-0.0041,0.0191,73098,-0.0641,0.0065,0.3315,-0.0104,-0.0318,0
201811,washington,wa,436000,-0.0079,0.1785,20419,-0.093,0.2231,53,0.1277,-0.0862,7416,-0.2053,0.0363,1568,-0.216,-0.323,8584,-0.2256,0.5329,7706,-0.0802,-0.0682,214,-0.0018,0.174,2040,-0.0032,-0.0162,605590,-0.0037,0.1141,28125,-0.0895,0.1255,0.3774,0.0053,-0.118,0
201811,north dakota,nd,234900,0.0152,0.0217,3846,-0.0334,0.0395,87,0.0613,0.0117,640,-0.2558,0.1268,56,2.5,3.6667,680,-0.2308,-0.0395,164,-0.1183,0.1156,111,0.0048,0.0175,2158,-0.0039,0.0122,278447,0.003,0.0453,4010,-0.037,0.0418,0.0426,-0.0041,0.0029,0
201811,alaska,ak,280993,0.0071,0.0409,3337,-0.0902,-0.0397,100,0.1299,0.0929,516,-0.2989,-0.1284,16,-0.3333,-0.3333,712,-0.3232,-0.1442,1,,0,166,0.0016,0.0253,1743,9.00E-04,0.0199,323533,0.01,0.0227,3338,-0.09,-0.0397,3.00E-04,,0,0
201811,south carolina,sc,270552,0.0024,0.0418,30351,-0.0101,-0.0034,88,0.0417,-0.0113,7656,-0.128,-0.0515,992,-0.0849,-0.0313,8036,-0.1235,0.137,9375,-0.0184,0.0624,134,0.0054,0.0689,2012,-0.0042,-0.0101,404727,-0.0052,0.0439,39741,-0.0101,0.0129,0.3089,-0.0026,0.0191,0
201811,west virginia,wv,167995,-0.0057,0.0506,8543,-0.0259,-0.0888,103,0.0406,-0.0191,1496,-0.0459,0.0136,80,-0.0909,0.25,1360,-0.2609,-0.0449,1478,-0.0888,0.2165,91,-0.0018,0.0137,1809,-3.00E-04,0.0137,229358,-1.00E-04,0.0536,10012,-0.0367,-0.0547,0.173,-0.0119,0.0434,0
201811,texas,tx,286464,-0.0088,0.0233,107252,-0.0187,0.0627,71,0.0522,-0.0276,33104,-0.0433,0.0519,4996,-0.0024,-0.1047,39352,-0.1224,0.1169,33192,-0.0328,-0.0564,127,3.00E-04,0.0441,2248,-0.0051,-0.0155,399561,-0.005,0.0139,140435,-0.0219,0.0313,0.3095,-0.0045,-0.0391,0
201811,vermont,vt,285000,-9.00E-04,0.0755,5327,-0.0667,-0.093,136,0.1016,-0.0906,540,-0.2241,-0.0493,20,-0.1667,-0.2857,544,-0.2527,-0.0621,738,-0.2107,-0.0302,143,-0.0047,0.0338,2006,-0.0067,0.0152,396948,-0.0068,0.0186,6065,-0.087,-0.0852,0.1385,-0.0253,0.009,0
201811,montana,mt,344250,0.0125,0.0433,7807,-0.1104,0.001,115,0.1225,-0.0255,1204,-0.2282,0.1066,60,0,0.875,1220,-0.2615,0.4806,1563,-0.1038,0.0469,163,0.0074,0.0376,2181,-0.0073,-0.0229,584351,0.0071,-0.0242,9370,-0.1147,0.0084,0.2002,0.0015,0.0088,0
201811,missouri,mo,189926,-0.022,0.0807,26417,-0.029,-0.0073,77,0.0552,-0.0255,6772,-0.1923,-0.1004,588,-0.1788,1.8824,7324,-0.2029,0.2876,6041,-0.1196,-0.2511,106,-0.0015,0.0875,1784,-0.0089,-0.0034,266441,-0.0091,0.0589,32458,-0.0476,-0.064,0.2287,-0.0235,-0.0745,0
201811,nebraska,ne,227965,-0.0086,0.073,5788,-0.0074,0.1528,54,0.049,-0.0696,2056,-0.1123,-0.0077,64,0.1429,0.7778,1292,-0.1654,0.0767,1062,-0.1,-0.6276,118,0.0018,0.0729,1871,-0.0098,3.00E-04,279087,-0.008,0.0187,6851,-0.023,-0.1305,0.1835,-0.0189,-0.3845,0
201810,california,ca,540000,-0.0092,0.0413,94734,0.014,0.2652,45,0.0227,-0.0217,41748,-0.0504,0.1291,8712,-0.0616,0.0766,45660,0.0076,0.6394,35798,-0.0379,0.0985,301,0.0012,0.077,1822,-0.0076,-0.0306,981171,-0.0031,-0.0241,130316,-0.0025,0.2107,0.3779,-0.0204,-0.0573,0
201810,kansas,ks,179700,-0.0011,0.0891,11238,0.004,-0.0091,72,0.0515,0.0438,3692,0.0244,0.0872,172,0.2286,0.1316,3128,-0.0463,0.0525,1017,-0.0653,-0.0729,88,0.009,0.0849,2008,-0.0042,0.0369,260006,-8.00E-04,0.0851,12229,-0.0037,-0.0171,0.0905,-0.0067,-0.0062,0
201810,vermont,vt,285250,9.00E-04,0.0764,5708,-0.015,-0.138,123,0.1182,-0.1087,696,-0.2869,-0.089,24,-0.1429,0,728,-0.2806,-0.0267,935,-0.0622,0.0847,143,0.0016,0.0431,2020,0.0017,0.0205,399653,0.0058,0.0306,6643,-0.0221,-0.1104,0.1638,-0.0082,0.0336,0
201810,north dakota,nd,231375,-0.0154,0.0064,3979,-0.0204,0.0066,82,0.1164,0.0584,860,-0.0315,0.075,16,-0.5,-0.3333,884,-0.1845,-0.098,186,-0.1308,0.2483,111,-0.0329,0.0152,2166,0.0597,0.0112,277601,-0.0141,0.0312,4164,-0.0228,0.0151,0.0467,-0.0059,0.0091,0
201810,delaware,de,299900,0,0.0713,5362,0.003,-0.173,90,-0.0272,-0.105,1408,-0.0028,-0.1089,152,-0.0952,-0.4571,1332,-0.0089,-0.2681,199,-0.131,-0.8606,148,-0.0028,0.047,1999,8.00E-04,0.0417,394518,0.0055,0.0725,5555,9.00E-04,-0.3001,0.0371,-0.0057,-0.1831,0
201810,new jersey,nj,360174,5.00E-04,0.0948,51063,-0.001,-2.00E-04,66,-0.0149,-0.0769,15112,-0.0541,0.0048,444,-0.1527,-0.4308,13720,0.0221,0.0515,946,-0.0287,-0.8306,165,0.0032,0.0589,1875,-0.0027,0.026,532698,-0.0077,0.0547,52005,-0.0016,-0.0824,0.0185,-5.00E-04,-0.0908,0
201810,south dakota,sd,232700,0.0117,0.0347,3966,-0.0279,-0.0298,59,0.0351,-0.0635,1140,-0.0952,0.0714,28,-0.125,0,772,-0.0253,0.1488,235,-0.1132,0.7407,119,0.0053,0.0583,1970,-0.0073,-0.0221,289901,-0.004,0.0095,4202,-0.0345,-0.004,0.0593,-0.0057,0.0262,0
201810,florida,fl,325000,0,0.0172,147487,0.0325,0.0792,79,-0.0125,-0.1023,44316,0.0296,0.0395,4604,-0.2603,-0.1671,52672,-0.0782,0.1786,46354,-0.0457,0.0223,178,0.0087,0.0368,1784,-0.0036,-0.0114,621504,0.0132,0.0048,193878,0.012,0.0653,0.3143,-0.0258,-0.0175,0
201810,massachusetts,ma,487000,-0.0059,0.0384,21884,0.0245,0.0832,55,0.0185,-0.0678,8628,-0.1016,0.105,188,-0.2656,-0.3286,8376,-0.0251,0.2784,2827,-0.0133,-0.062,249,0.0024,0.0421,1909,-0.0145,-0.0078,743751,-0.0116,-0.0107,24717,0.0251,0.0642,0.1292,-0.0049,-0.02,0
201810,district of columbia,dc,634950,0.008,0.0184,1839,0.1352,0.1166,32,-0.0455,-0.0735,1096,-0.1543,0.0379,52,0.3,1.6,764,0.4044,0.3264,381,0.1173,-0.1241,522,2.00E-04,0.0428,1315,0.0194,0.0084,926665,-6.00E-04,-0.06,2220,0.1321,0.0719,0.2072,-0.0033,-0.0569,0
201810,montana,mt,340000,0,0.0158,8776,-0.0289,0.0464,102,0.1087,-0.0811,1560,-0.1755,0.0317,60,-0.3182,0.0714,1652,-0.1175,0.4048,1744,-0.1125,0.0602,162,-0.0063,0.0292,2197,0.0021,-0.0194,580208,8.00E-04,-0.0227,10584,-0.0377,0.0531,0.1987,-0.0187,0.0026,0
201810,alabama,al,214975,-0.0184,0.0803,25525,-0.0099,-0.0819,90,0.0588,-0.027,5596,-0.091,-0.0332,592,-0.075,0.035,5616,-0.0552,0.0693,1831,-0.0552,0.0938,102,-0.0026,0.0724,1990,-0.0062,-0.0175,285331,-0.007,0.0673,27371,-0.0123,-0.0714,0.0717,-0.0034,0.0115,0
201810,missouri,mo,194200,-0.0036,0.0795,27206,-7.00E-04,-0.0169,73,0.0662,-0.0645,8384,-0.0516,0.0305,716,-0.2447,1.4189,9188,-0.0201,0.2919,6862,-0.0752,-0.211,106,0.007,0.0863,1800,-0.0044,0,268881,-0.0081,0.0568,34079,-0.0154,-0.0646,0.2522,-0.0203,-0.062,0
201810,virginia,va,299900,-3.00E-04,0,41441,-0.0116,-0.0221,73,0.0282,-0.0458,12228,-0.0503,-0.0494,1280,-0.0986,0.0458,12276,-0.0097,0.1234,8519,-0.0172,-0.0743,143,0.0027,0.0361,2084,-0.0076,-0.0029,415366,-0.0109,-7.00E-04,49990,-0.0117,-0.0304,0.2056,-0.0012,-0.0116,0
201810,tennessee,tn,269900,0,0.08,31883,0.0085,0.0251,62,0.0508,-0.0949,11076,-0.081,0.0716,648,-0.1692,-0.0299,9504,0.0403,0.3333,9809,-0.0657,0.0934,128,0.0064,0.0976,2133,-0.0051,-0.0049,363086,0.0036,0.0605,41699,-0.0086,0.0411,0.3077,-0.0245,0.0192,0
201810,washington,wa,439450,0.0222,0.1719,22513,-0.013,0.1733,47,0.0682,-0.0874,9332,-0.1596,0.0624,2000,-0.1681,-0.226,11084,-0.0461,0.5035,8378,-0.0795,-0.0607,215,0.0087,0.1604,2047,-7.00E-04,-0.0125,607846,0.0131,0.1127,30891,-0.0231,0.0962,0.3721,-0.0269,-0.0927,0
201810,michigan,mi,199900,-0.0249,0.1109,43855,-0.0185,-0.011,65,0.1518,-0.0979,14416,-0.0778,0.0622,676,-0.1914,0.1192,14184,-0.0229,0.2165,5412,-0.1047,1.0855,119,-0.0128,0.0814,1680,-0.0012,0.0084,295182,-0.0079,0.0526,49280,-0.0245,0.05,0.1234,-0.0119,0.0649,0
201810,arkansas,ar,184925,1.00E-04,0.0849,16910,0.0102,-0.0108,87,0.0422,-0.0546,3872,-0.0538,-0.0031,112,0.2727,-0.2632,3176,-0.027,0.1183,2314,-0.0718,-0.0751,98,5.00E-04,0.0501,1962,-0.0071,0.019,250834,-2.00E-04,0.0746,19226,-5.00E-04,-0.0195,0.1368,-0.0121,-0.0095,0
201810,connecticut,ct,349900,0,0.0011,24660,-0.0111,0.0263,86,0.0427,0.0556,4748,-0.1162,-0.031,116,-0.275,-0.0333,5616,-0.0628,0.0556,70,0.0294,-0.0278,179,-6.00E-04,0.0961,1947,0.0054,-0.0836,722686,0.0147,-0.0068,24729,-0.011,0.0261,0.0028,1.00E-04,-2.00E-04,0
201810,texas,tx,289000,-0.0034,0.0321,109291,-0.0032,0.044,67,0.0469,-0.0629,34604,-0.0294,-0.0087,5008,-0.1959,-0.23,44840,-0.051,0.1402,34316,-0.0752,-0.063,127,4.00E-04,0.0454,2260,-0.0099,-0.0137,401561,-0.0033,0.0204,143586,-0.0218,0.0186,0.314,-0.0244,-0.0359,0
201810,utah,ut,385000,-0.0128,0.0697,13226,0.041,0.0599,52,0.0196,-0.0877,5548,-0.0845,0.0374,456,-0.2192,-0.1429,4928,0.0903,0.3479,6884,-0.0638,-0.0477,146,-0.0012,0.1019,2654,-0.0156,-0.0134,631948,-0.0161,0.0437,20083,-5.00E-04,0.0191,0.5205,-0.0583,-0.0588,0
201810,rhode island,ri,349900,-0.0278,0.0011,4421,0.0224,0.1492,56,0.0673,-0.075,1752,-0.1152,0.1526,228,-0.2875,-0.1739,1972,0.0314,0.2233,2213,-0.0635,-0.1173,211,-0.0085,0.0389,1643,-0.006,-0.0135,561916,-0.0222,-0.0228,6627,-8.00E-04,0.0395,0.5006,-0.0459,-0.1511,0
201810,arizona,az,325000,-0.0122,0.0486,26647,0.0649,-0.0644,55,-0.0351,-0.0351,11576,0.0122,-0.016,1188,0.0277,-0.1187,13052,0.0355,0.0841,7167,-0.0607,0.0084,164,-0.001,0.0652,2065,-0.0053,-7.00E-04,500659,0.0062,0.0376,33870,0.0347,-0.0497,0.269,-0.036,0.0194,0
201810,nevada,nv,339900,-0.0261,0.0113,11407,0.102,0.2484,44,0.061,-0.1792,4916,-0.059,0.0074,420,-0.1797,-0.693,5636,0.0847,0.1051,2547,-0.0282,-0.6388,178,-0.0036,0.0961,1911,-0.0225,-0.0757,599320,-0.0212,-0.0391,13964,0.0749,-0.1373,0.2233,-0.0299,-0.5484,0
201810,west virginia,wv,168950,0.0057,0.0566,8770,-0.0257,-0.0947,99,0.0591,-0.0101,1568,-0.1497,-0.1497,88,-0.0435,0.6923,1840,-0.098,0.0673,1622,-0.0442,0.2853,91,0.0018,0.0036,1809,-0.0022,0.0126,229377,0.0022,0.0462,10393,-0.0275,-0.0509,0.1849,-0.0036,0.0547,0
201810,maryland,md,329450,-0.0014,0.0299,23797,0.0098,-0.0085,60,0,-0.084,8508,-0.0252,0.0014,560,-0.2265,0.1024,8744,0.0375,0.1024,3243,-0.0345,-0.2439,172,-0.0075,0.0183,1894,0.0042,0.0238,433345,0.0016,0.0042,27039,0.0054,-0.0424,0.1363,-0.0063,-0.0424,0
201810,alaska,ak,279000,-0.0032,0.0149,3668,-0.08,-0.0065,89,0.1203,0.0793,736,-0.0846,0.0824,24,-0.5,0,1052,-0.1433,0.0395,,,,166,0.0017,0.025,1742,-9.00E-04,0.0058,320330,-0.0078,0.0053,3668,-0.08,-0.007,,,,0
201810,maine,me,245450,-0.0099,0.0447,10584,-0.0296,-0.063,107,0.1263,-0.0815,1860,-0.1899,-0.0353,64,-0.1111,-0.2381,2156,-0.0972,0.0867,1346,-0.0868,7.00E-04,144,-0.0059,0.0521,1715,0.0041,-6.00E-04,358467,-0.0034,0.0341,11939,-0.0362,-0.0555,0.1272,-0.008,0.0081,0
201810,ohio,oh,173900,-0.0063,0.1109,37062,0.0058,-0.058,61,0.0614,-0.0833,14820,-0.0495,0.0349,1192,-0.1051,-0.0717,16600,-0.0249,0.0985,17149,-0.0861,-0.0578,95,-0.0033,0.0205,1810,-0.0101,0.0713,250380,-0.0136,0.0725,54160,-0.026,-0.0595,0.4627,-0.0465,1.00E-04,0
201810,wyoming,wy,250950,-0.0159,0.0078,4019,-0.0362,-0.1338,94,0.0682,-0.0647,784,-0.1211,0.071,44,0.375,1.2,584,-0.1657,-0.1705,593,-0.0632,0.6158,117,-0.0092,0.0153,2174,-0.0073,0.0255,525753,0.0096,0.0649,4612,-0.0388,-0.0783,0.1475,-0.0042,0.0685,0
201810,nebraska,ne,229950,-0.0215,0.072,5831,0.023,0.1371,51,0,-0.0642,2316,-0.0925,-0.022,56,-0.1765,0.0769,1548,-0.0349,0.0994,1180,-0.059,-0.6011,118,0.007,0.0748,1890,-0.0149,-0.0013,281345,-0.0111,0.0295,7012,0.0057,-0.1336,0.2024,-0.0176,-0.3745,0
201810,illinois,il,244500,-0.0164,0.0612,58144,-0.0106,0.0152,60,0.0259,-0.063,19596,-0.1175,0.0889,1724,-0.1168,0.0023,25152,-0.0875,0.0721,19881,-0.0876,-0.0318,124,-0.0061,0.0674,1836,-0.0118,-0.0105,358380,-0.0098,0.01,78106,-0.0267,0.0024,0.3419,-0.0288,-0.0166,0
201810,minnesota,mn,275000,-0.0033,0.0582,21910,-0.0207,-0.0138,61,0.0614,-0.1168,7344,-0.1898,-0.058,496,-0.8003,-0.4067,8336,-0.2279,0.1695,9948,-0.1089,-0.0555,138,-0.0013,0.0631,2078,0.0065,0.009,367252,-0.0024,0.0381,31858,-0.0487,-0.0302,0.454,-0.045,-0.02,0
201810,louisiana,la,222000,-0.0111,0.0326,20248,0.001,0.0832,86,0.0488,0.0552,4700,-0.0321,0.0334,160,-0.1304,-0.1111,5120,0.024,0.1169,3217,-0.0374,0.475,117,-0.0019,0.0429,1910,-0.0034,-0.0091,293808,-6.00E-04,0.0138,23467,-0.0029,0.1243,0.1589,-0.0063,0.0422,0
201810,georgia,ga,284950,-0.0104,0.0646,72081,0.0474,0.0632,65,0.0656,-0.0714,25236,0.0054,0.169,5484,0.0293,0.3494,30060,0.0652,0.4837,25858,-0.0655,0.9403,114,0.0036,0.07,2395,-0.0025,-0.0021,389517,0.0037,0.0458,98073,0.0149,0.2089,0.3587,-0.0433,0.1622,0
201810,pennsylvania,pa,203698,-0.0064,0.0236,50018,0.0027,-0.1238,76,0.0411,-0.0732,14684,-0.0497,-0.0695,760,-0.0052,-0.4345,16116,0.0265,-0.0772,8123,-0.0453,-0.4967,116,0.0023,0.0262,1817,-0.0038,0.0086,299828,4.00E-04,0.0356,58143,-0.0055,-0.2083,0.1624,-0.0082,-0.1204,0
201810,new hampshire,nh,324300,0.0138,0.0814,7078,-0.0316,-0.1226,77,0.1324,-0.1348,1732,-0.2783,-0.1937,84,0.2353,0,1612,-0.2411,-0.0671,2205,-0.05,-0.2125,160,7.00E-04,0.0659,1995,0.0076,-0.008,424125,0.0065,0.0313,9288,-0.0297,-0.1469,0.3115,-0.006,-0.0356,0
201810,colorado,co,449900,-2.00E-04,-1.00E-04,25667,-0.0135,0.0994,59,0.0536,-0.1511,10236,-0.123,-4.00E-04,856,-0.1985,-0.0047,10340,-0.0278,0.4613,11866,-0.0603,1.1013,185,-0.0038,0.0579,2410,-0.0082,-0.0556,828548,-0.0162,-0.0167,37604,-0.0202,0.2963,0.4623,-0.0231,0.2204,0
201810,hawaii,hi,683500,-0.0165,0.0278,5783,0.0115,0.0553,84,0.0183,-0.0511,1688,0.0711,-0.0047,68,-0.1905,-0.0556,1204,0.0599,0.3144,875,-0.0363,0.3545,498,-0.0098,0.0103,1370,-0.0115,0.0026,1248506,-0.0197,-0.0533,6663,0.005,0.085,0.1513,-0.0075,0.0334,0
201810,kentucky,ky,199450,-0.0023,0.0784,16637,-7.00E-04,-0.0143,73,0.0662,-0.0333,5276,-0.0393,-0.0023,216,-0.1148,0.0385,4832,-0.0025,0.1429,5764,-0.1011,-0.0797,102,0.001,0.0611,1967,-0.0071,0.0061,270484,-0.0029,0.0461,22400,-0.0295,-0.0338,0.3465,-0.0387,-0.0246,0
201810,new york,ny,431500,0.0058,0.1694,76249,0.0132,0.0514,81,0.0063,-0.0694,20668,-0.0019,0.1562,1012,-0.1365,-0.0833,18716,-0.0011,0.2701,12999,-0.05,-0.0181,191,0.0017,0.1459,1800,-0.0066,-0.0041,995473,0.0028,0.0082,89249,0.0035,0.0422,0.1705,-0.0113,-0.0121,0
201810,iowa,ia,199900,0,0.0672,14325,0.0017,0.013,72,0.0833,0,4132,-0.1049,0.032,360,0.0465,0.0714,4328,-0.0908,0.0444,4214,-0.0399,0.2141,117,-0.002,0.0747,1652,-0.0015,3.00E-04,240396,-0.015,0.0385,18562,-0.0097,0.0535,0.2942,-0.0128,0.0487,0
201810,mississippi,ms,194500,-0.0026,0.0678,11754,-0.0085,-0.0405,98,0.0538,0.037,2452,-0.109,-0.0496,112,-0.2821,0.1667,2488,-0.0372,0.1087,2116,-0.0674,0.3367,95,4.00E-04,0.0354,2019,-0.0049,0.0085,252033,-0.0082,0.0477,13851,-0.0186,0.0022,0.18,-0.0114,0.0508,0
201810,oklahoma,ok,189900,0,0.0295,18061,-0.0209,-0.0459,72,0.0588,0,4712,-0.079,-0.0423,504,0.2,1.52,5632,-0.0461,0.13,2494,-0.0371,15.7383,99,4.00E-04,0.0266,1928,-0.0064,-0.0036,260950,0.0032,0.0497,20574,-0.0227,0.0782,0.1381,-0.0023,0.1302,0
201810,oregon,or,419450,-0.0013,0.0489,18597,-0.0297,0.0614,65,0.1207,-0.0441,6092,-0.1067,0.0256,352,-0.0737,0.1733,6664,-0.0336,0.3046,2004,-0.1113,-0.144,212,6.00E-04,0.0595,2000,-0.005,-0.0109,553491,-6.00E-04,0.0438,20602,-0.0332,0.0372,0.1078,-0.0099,-0.0258,0
201810,north carolina,nc,286750,-9.00E-04,0.0427,51610,-0.0163,-0.0492,94,0.0625,-0.026,13904,0.0725,0.017,1624,0.0798,0.005,15416,0.0694,0.1068,14148,-0.1132,-0.0473,131,0.0026,0.0383,2197,-0.0014,0.011,382320,-0.0037,0.0106,65736,-0.0347,-0.0495,0.2741,-0.03,5.00E-04,0
